name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
Never Give Up,226373,False,46,for KING & COUNTRY,Burn The Ships,0.59,0.782,9,-5.638,True,0.123,0.0107,1.12e-05,0.0484,0.352,177.811,4.0,654.0,164.0,1.343558282208589,forro,8
Anjos De Deus - Ao Vivo,297453,False,52,Padre Marcelo Rossi,Músicas Para Louvar O Senhor,0.319,0.67,4,-7.276,True,0.0998,0.501,0.0,0.219,0.332,137.539,4.0,674.0,169.0,0.916010498687664,brazil,4
Childhood's End,332598,False,0,Satoshi Imano,Childhood's End,0.792,0.585,5,-9.595,False,0.0509,0.0159,0.858,0.117,0.104,127.001,4.0,703.0,175.0,1.2793053545586106,techno,20
Alô,139113,False,41,Danieze Santiago;Devinho Novaes,Alô,0.81,0.701,11,-4.531,True,0.033,0.544,0.0,0.152,0.695,127.994,4.0,295.0,74.0,0.7481162540365985,forro,8
Fom Fonrom Fonfom,202413,False,43,Calango Aceso,"Somzoom Apresenta: Só Forró ao Vivo, Vol. 2",0.674,0.886,10,-5.717,True,0.0403,0.126,0.00126,0.314,0.925,191.7,4.0,645.0,162.0,0.7573891625615764,forro,8
I Love You (Amsterdam Party Mix) - Extended Mix,445426,False,0,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.661,0.886,0,-2.375,True,0.0393,0.0623,0.186,0.343,0.516,153.829,4.0,1131.0,285.0,3.349056603773585,happy,9
Heaven Is My Home - Live,289179,False,31,Planetshakers,Greater (Live),0.498,0.957,1,-5.807,False,0.162,0.00527,0.0,0.477,0.205,128.028,4.0,613.0,152.0,2.36741214057508,brazil,4
Nights of Tehran,339026,False,1,Angband,IV,0.536,0.688,11,-5.618,False,0.0281,0.0211,2.1e-05,0.046,0.184,145.99,3.0,821.0,273.0,0.7481162540365985,iranian,13
愛的飛行日記,252586,False,48,Jay Chou,跨時代,0.639,0.791,8,-5.968,True,0.0335,0.231,0.0,0.111,0.305,113.021,4.0,474.0,118.0,2.7259036144578315,mandopop,16
Time bomb/アンダーガールズ,293013,False,19,NMB48,好きだ虫 (Special Edition),0.576,0.927,3,-2.514,True,0.0723,0.119,0.0,0.324,0.682,120.026,4.0,568.0,142.0,1.7389162561576357,j-idol,15
A Long Way,135000,False,44,Ensidya,A Long Way,0.761,0.151,2,-19.258,True,0.0967,0.716,0.898,0.0809,0.131,160.054,4.0,348.0,87.0,3.70048309178744,study,19
In My Eyes - 2021 Mix,344346,False,0,Klubfiller;Steve Hill;Carlotta Chadwick,"Full Length Cardio Workout, Vol. 6",0.595,0.971,9,-5.122,True,0.0725,0.00127,0.0155,0.165,0.0599,144.997,4.0,823.0,207.0,1.343558282208589,happy,9
Burn Brighter / Like I do,204661,False,19,Sharyn,In Full Bloom,0.855,0.662,6,-7.488,True,0.0618,0.33,0.00172,0.573,0.487,113.003,4.0,380.0,95.0,1.1709531013615733,afrobeat,1
Crazy Kiya Re,294504,False,61,Pritam;Sunidhi Chauhan;Sameer,Dhoom:2,0.759,0.938,11,-5.387,True,0.123,0.143,3.97e-06,0.402,0.81,92.017,4.0,448.0,112.0,0.7481162540365985,indian,11
帶我去找夜生活,299704,False,60,告五人,帶我去找夜生活,0.571,0.828,1,-6.448,True,0.0412,0.0165,0.124,0.107,0.648,128.003,4.0,633.0,160.0,2.36741214057508,mandopop,16
Águas de Chuva,240187,False,53,Silvanno Salles,Água de Chuva,0.654,0.774,10,-4.809,True,0.0342,0.848,0.0,0.171,0.682,138.873,4.0,555.0,139.0,0.7573891625615764,forro,8
Late Night,228590,False,60,ODESZA,A Moment Apart,0.612,0.628,2,-6.754,True,0.0752,0.0358,0.00898,0.193,0.434,125.043,4.0,474.0,118.0,3.70048309178744,sleep,17
Georgie,167013,False,17,Doc Watson,The Definitive,0.509,0.264,6,-10.884,False,0.0301,0.889,4.74e-06,0.251,0.771,89.194,4.0,238.0,59.0,1.1709531013615733,bluegrass,3
La Llamada,240205,False,56,Leiva,La Llamada,0.623,0.488,2,-8.246,True,0.029,0.5,0.000211,0.131,0.169,114.019,4.0,452.0,112.0,3.70048309178744,spanish,18
Heks,238624,False,15,Marina Herlop,Nanook,0.361,0.226,1,-12.589,False,0.0351,0.969,0.167,0.0907,0.0765,103.02,3.0,403.0,134.0,2.36741214057508,techno,20
So Bazzel,191400,False,0,Mavado,Bazzel Riddim,0.684,0.521,5,-5.891,False,0.244,0.105,0.000291,0.15,0.682,107.297,5.0,339.0,84.0,1.2793053545586106,j-dance,14
Goodbyes Suck,185294,False,8,Justnormal,Gossamer,0.563,0.699,3,-7.282,True,0.0327,0.384,0.813,0.12,0.0622,84.991,4.0,260.0,64.0,1.7389162561576357,study,19
體面,282770,False,60,Kelly Yu,尚未界定,0.36,0.465,10,-8.483,True,0.0337,0.421,0.000278,0.109,0.205,169.845,4.0,769.0,193.0,0.7573891625615764,mandopop,16
Mushroom Compost,199933,False,34,µ-Ziq,Lunatic Harness,0.331,0.712,6,-8.492,True,0.0748,0.252,0.488,0.087,0.388,179.442,3.0,561.0,186.0,1.1709531013615733,idm,10
Cali Spaces - Kaskade Remix,368268,False,6,Mark Farina,Cali Spaces,0.829,0.847,2,-6.883,True,0.0718,0.000216,0.918,0.0481,0.725,126.029,4.0,769.0,191.0,3.70048309178744,chicago-house,6
Perfect Slumber Party,117706,False,43,Cast - Sofia the First;Amber;Sofia,Sofia the First,0.618,0.896,8,-3.265,True,0.0765,0.435,0.0,0.239,0.666,93.197,4.0,177.0,44.0,2.7259036144578315,disney,7
獅子山下 - 香港電台電視劇「獅子山下」主題曲,224306,False,14,Roman Tam,Uncle Ray 70th Anniversary – Always On My Mind,0.41,0.356,5,-9.666,True,0.0234,0.657,1.35e-05,0.266,0.196,78.53,4.0,289.0,72.0,1.2793053545586106,mandopop,16
"Development II, OP. 24",302210,False,0,Alireza Mashayekhi,Happy Electronic Sounds,0.265,0.258,6,-13.136,True,0.12,0.778,0.0747,0.123,0.0693,107.599,4.0,552.0,139.0,1.1709531013615733,iranian,13
What Else Can I Do?,192703,False,12,Little Piano Player,Encanto,0.418,0.0314,0,-26.725,True,0.049,0.995,0.962,0.141,0.141,171.938,4.0,543.0,135.0,3.349056603773585,disney,7
Samjhawan - Lofi Flip,227100,False,64,KSW;Arijit Singh;Shreya Ghoshal;Shaarib Toshi;Jawad Ahmad,Samjhawan (Lofi Flip),0.58,0.418,4,-10.307,True,0.0295,0.453,0.00151,0.28,0.168,107.031,4.0,402.0,100.0,0.916010498687664,indian,11
O Que Sua Glória Fez Comigo (Ao Vivo),326751,False,30,André Leono;Fabiana Sinfrônio,O Que Sua Glória Fez Comigo (Ao Vivo),0.438,0.512,2,-6.903,False,0.029,0.104,0.0,0.165,0.251,139.913,4.0,755.0,189.0,3.70048309178744,disney,7
jossy mate,144000,False,4,hope mona,jossy mate,0.744,0.283,2,-13.606,True,0.0867,0.956,0.914,0.102,0.172,160.047,3.0,382.0,126.0,3.70048309178744,study,19
Nattväsen,351253,False,22,Månegarm,Nattväsen,0.256,0.855,7,-3.897,True,0.0417,0.000271,0.00335,0.149,0.417,115.12,4.0,728.0,181.0,4.067085953878407,black-metal,2
Ya Rabba,418880,False,48,Kailash Kher,Salaam-E-Ishq,0.649,0.413,2,-10.934,True,0.0316,0.261,1.93e-05,0.0748,0.59,143.946,4.0,995.0,250.0,3.70048309178744,indian,11
Humsafar,213507,False,0,Shashk Tiwari;Kiran Dhormare,Humsafar,0.67,0.642,7,-11.349,True,0.0479,0.305,0.0206,0.167,0.144,93.958,4.0,333.0,84.0,4.067085953878407,indian,11
Desde mi cielo,380680,False,33,Mägo de Oz,Gaia II,0.585,0.56,2,-7.083,True,0.0382,0.562,3.07e-05,0.0992,0.292,109.936,4.0,681.0,172.0,3.70048309178744,spanish,18
あらかじめ語られるロマンス,296000,False,34,Nogizaka46,命は美しい,0.565,0.953,6,-2.815,True,0.0586,0.634,0.0,0.333,0.852,136.986,4.0,658.0,163.0,1.1709531013615733,j-idol,15
Eutow,255933,False,0,Autechre,Tri Repetae,0.617,0.511,6,-14.289,False,0.0524,0.00329,0.904,0.19,0.0763,129.971,4.0,557.0,140.0,1.1709531013615733,idm,10
就是愛妳,261906,False,61,David Tao,太平盛世,0.607,0.55,9,-6.658,True,0.0251,0.571,0.0,0.0787,0.543,148.1,4.0,638.0,159.0,1.343558282208589,mandopop,16
Just a Cloud,332307,False,42,Lusine;Vilja Larjosto,Sensorimotor,0.6,0.547,7,-11.141,True,0.272,0.181,0.157,0.101,0.583,75.084,4.0,416.0,104.0,4.067085953878407,idm,10
Can't Take It,428218,False,27,AKKI (DE),Can't Take It,0.726,0.609,7,-12.423,True,0.0659,0.00313,0.407,0.0471,0.406,128.011,3.0,897.0,298.0,4.067085953878407,techno,20
Deus é capaz,266760,False,49,Padre Fábio De Melo,Vida,0.537,0.257,0,-16.067,True,0.0279,0.789,1.15e-06,0.0918,0.269,143.97,4.0,628.0,157.0,3.349056603773585,brazil,4
Ready 2 Wear - Benny Benassi Remix,379520,False,17,Felix Da Housecat;Benny Benassi,The Glitz Part Deux Remix Edition,0.67,0.679,0,-5.989,False,0.267,0.0119,0.0538,0.0856,0.43,129.983,4.0,816.0,204.0,3.349056603773585,chicago-house,6
Amake Amar Moto,319946,False,42,Anupam Roy,Durbine Chokh Rakhbo Na,0.566,0.419,7,-7.661,True,0.0385,0.771,0.0,0.28,0.186,147.881,4.0,779.0,195.0,4.067085953878407,indian,11
Sex and Candy,137893,False,26,Keller & The Keels,Thief,0.59,0.403,11,-11.246,True,0.0421,0.704,7.37e-05,0.111,0.574,99.612,4.0,218.0,55.0,0.7481162540365985,bluegrass,3
Dupree's Diamond Blues,232546,False,24,Keller & The Keels,Grass,0.459,0.522,2,-9.783,True,0.0351,0.345,0.51,0.107,0.706,135.65,4.0,509.0,129.0,3.70048309178744,bluegrass,3
"Oh, Atlanta - Live From The Louisville Palace, Kentucky / 2002",407040,False,26,Alison Krauss & Union Station,Live,0.368,0.748,5,-8.852,False,0.108,0.501,2.9e-05,0.68,0.572,142.849,4.0,955.0,239.0,1.2793053545586106,bluegrass,3
Raabta (Siyaah Raatein),287651,False,44,Pritam;Hamsika;Arijit Singh;Joi,Agent Vinod,0.685,0.41,4,-6.725,True,0.0273,0.87,0.0,0.124,0.601,110.965,4.0,527.0,131.0,0.916010498687664,indian,11
Vinayagane Vinai Theerpavane Revival,184117,False,50,Sirkazhi Govindarajan,Vinayagar - Murugan Songs Tamil Devotionl -Revival,0.42,0.666,3,-9.957,True,0.077,0.818,0.123,0.377,0.653,99.91,4.0,299.0,73.0,1.7389162561576357,indian,11
Here For You,233480,False,0,Gorgon City;Laura Welsh,Halloween & Chill,0.655,0.678,6,-6.799,False,0.0382,0.0248,0.0901,0.116,0.32,121.978,4.0,465.0,116.0,1.1709531013615733,chicago-house,6
Fígado Encharcado no Álcool,199616,False,34,Unha Pintada,Fígado Encharcado no Álcool,0.725,0.821,9,-3.128,False,0.0417,0.51,0.0,0.256,0.76,134.987,4.0,445.0,111.0,1.343558282208589,forro,8
Partyfreak,163320,False,28,PartyfrieX,Partyfreak,0.732,0.919,8,-6.043,True,0.0586,0.218,1.22e-05,0.382,0.889,151.995,4.0,410.0,102.0,2.7259036144578315,happy,9
身騎白馬,313186,False,51,LaLa Hsu,徐佳瑩LaLa首張創作專輯,0.533,0.479,2,-6.958,False,0.0376,0.686,0.0,0.0803,0.294,130.012,4.0,669.0,169.0,3.70048309178744,mandopop,16
"斗羅大陸 (動畫網路劇 ""斗羅大陸"" 主題曲)",239142,False,37,Jam Hsiao,"斗羅大陸 (動畫網路劇 ""斗羅大陸"" 主題曲)",0.482,0.928,6,-3.293,True,0.131,0.0447,0.0,0.355,0.633,139.947,4.0,546.0,136.0,1.1709531013615733,mandopop,16
To Sozinho,200489,False,49,Aviões do Forró,"Aviões do Forró, Vol. 3",0.662,0.911,7,-6.054,True,0.106,0.467,0.0,0.319,0.872,180.038,4.0,600.0,151.0,4.067085953878407,forro,8
Autumn,418000,False,4,Porya Hatami,Land,0.186,0.136,9,-22.685,True,0.0385,0.987,0.682,0.106,0.0394,60.323,3.0,514.0,171.0,1.343558282208589,iranian,13
Born Too Slow,179800,False,53,The Crystal Method,Legion of Boom,0.648,0.962,6,-3.449,False,0.0329,0.00204,0.149,0.235,0.875,130.007,4.0,390.0,97.0,1.1709531013615733,breakbeat,5
Same Old Madness,307058,False,25,Ministry,Trax! Box,0.657,0.872,11,-6.318,True,0.0379,0.00287,0.0425,0.142,0.937,96.53,4.0,492.0,122.0,0.7481162540365985,industrial,12
They Sing Sagas of My Death,560093,False,12,Crows in the Rain,They Sing Sagas of My Death (Live),0.135,0.462,9,-10.897,True,0.0367,0.0162,0.916,0.19,0.0505,77.291,4.0,738.0,185.0,1.343558282208589,iranian,13
New Disease,194733,True,0,Spineshank,Metal Lives!,0.566,0.909,7,-4.184,True,0.0637,5.81e-05,0.000254,0.0981,0.275,121.979,4.0,393.0,98.0,4.067085953878407,industrial,12
Solo Tú,316333,False,27,Helker,Alma de Fuego,0.515,0.873,5,-3.76,False,0.038,7.54e-05,0.0,0.538,0.476,119.988,4.0,630.0,157.0,1.2793053545586106,spanish,18
すきっ！,316333,False,42,Tokimeki Sendenbu,ときおとめ,0.572,0.952,10,-2.318,True,0.0646,0.0188,5.09e-06,0.387,0.445,163.008,4.0,852.0,215.0,0.7573891625615764,j-idol,15
Djarum,439773,False,0,Autechre,Anti,0.741,0.991,1,-9.009,True,0.0628,0.342,0.186,0.103,0.272,150.027,4.0,1061.0,267.0,2.36741214057508,idm,10
Lágrimas e chuva,273426,False,2,Kid Abelha,Só as Melhores do Pop Rock Brasileiro,0.706,0.8,9,-9.421,False,0.0516,0.0332,0.037,0.0488,0.725,122.396,4.0,548.0,137.0,1.343558282208589,brazil,4
Subha Hone Na De (Remix),299026,False,46,Pritam;Mika Singh;Shefali Alvares;Kiran Kamath,Desi Boyz,0.739,0.898,8,-4.835,True,0.0691,0.184,0.0586,0.215,0.365,131.986,4.0,650.0,164.0,2.7259036144578315,indian,11
Redención (Redenção),273488,False,46,Aline Barros;Christine D'Clario,Redención,0.218,0.467,9,-7.747,True,0.0308,0.0386,0.0,0.171,0.229,136.743,4.0,561.0,140.0,1.343558282208589,brazil,4
Rubai 1 To 5,371626,False,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.358,0.149,0,-19.512,True,0.0399,0.777,0.00711,0.11,0.113,131.267,4.0,816.0,204.0,3.349056603773585,iranian,13
Allzeit Bereit,224672,True,21,Der Tod und die Landsknechte,Allzeit Bereit,0.405,0.984,2,-5.425,True,0.089,2.69e-05,1.9e-05,0.152,0.242,169.995,4.0,620.0,156.0,3.70048309178744,black-metal,2
Shadows,316800,False,34,Kitchen Dwellers,Muir Maid,0.393,0.757,6,-8.223,False,0.0287,0.157,0.00597,0.131,0.726,156.675,4.0,817.0,203.0,1.1709531013615733,bluegrass,3
痴情月娘島,324933,False,23,Huang Yee Ling,台灣歌古早曲,0.452,0.264,9,-14.867,True,0.0324,0.0403,0.0,0.0728,0.15,144.092,4.0,766.0,192.0,1.343558282208589,mandopop,16
Evidências - Ao Vivo,267560,False,0,Zezo,"Seresta, Vol. 14 (Ao Vivo)",0.847,0.718,0,-2.515,True,0.0707,0.505,0.0,0.114,0.766,109.976,4.0,489.0,121.0,3.349056603773585,forro,8
Belíssimo Esposo,426906,False,50,Comunidade Católica Shalom,Ressuscitou (Liturgia),0.547,0.229,9,-8.393,True,0.0284,0.821,0.0,0.119,0.293,84.025,4.0,593.0,149.0,1.343558282208589,brazil,4
Shoe Fly,274138,False,0,Mouse On Mars;Tortoise,21 Again Collaborations (Part 1),0.645,0.776,7,-7.026,False,0.0342,0.0865,0.85,0.0724,0.414,140.0,4.0,629.0,157.0,4.067085953878407,idm,10
Monsters in My Room,521893,False,0,Martin Shamoonpour,Tehransaranieh,0.314,0.257,2,-17.704,False,0.0664,0.898,0.112,0.077,0.0478,88.706,3.0,866.0,288.0,3.70048309178744,iranian,13
Guide Me,214493,False,23,Jah Vinci,Chimney Records Presents,0.651,0.71,7,-8.34,True,0.101,0.0147,0.0,0.34,0.557,107.094,4.0,381.0,94.0,4.067085953878407,j-dance,14
THROWBACK,188506,False,18,Ryuji Imaichi,LIGHT>DARKNESS,0.624,0.92,5,-3.574,True,0.0741,0.0439,0.0,0.74,0.84,104.876,4.0,324.0,81.0,1.2793053545586106,j-dance,14
Time Marches On - Straight up Mix,377400,False,9,Jungle Wonz,Time Marches On,0.726,0.611,4,-15.896,False,0.0619,0.0123,0.269,0.0463,0.465,120.236,4.0,754.0,190.0,0.916010498687664,chicago-house,6
Wormhole - Original Mix,434912,False,19,DJ Quest;Odissi,Wormhole EP,0.638,0.892,4,-4.631,False,0.0616,0.00115,0.807,0.328,0.118,138.002,4.0,955.0,240.0,0.916010498687664,breakbeat,5
淚橋,225186,False,54,Wu Bai,淚橋,0.583,0.599,7,-5.437,True,0.0264,0.0964,0.0,0.102,0.407,139.977,4.0,511.0,127.0,4.067085953878407,mandopop,16
玉虫色ホモサピエンス,238901,False,7,Dempagumi.Inc,DEMPARK!!!,0.386,0.84,10,-4.586,True,0.233,0.0138,2.31e-05,0.354,0.878,189.745,4.0,760.0,190.0,0.7573891625615764,j-idol,15
Lost At Sea,225840,False,49,Zedd;Ryan Tedder,Clarity,0.567,0.796,6,-3.534,True,0.0364,0.0247,0.0,0.124,0.305,127.983,4.0,470.0,117.0,1.1709531013615733,techno,20
Catch Me In Your Dreams (Original Mix) - Extended Mix,425596,False,0,The Prophet,The Hardcore Archive Part 3 (1997),0.569,0.91,2,-5.315,True,0.0949,0.00133,0.0959,0.29,0.279,163.158,4.0,1151.0,289.0,3.70048309178744,happy,9
Fragile Stevie,166500,False,31,Jobii,Runoff,0.662,0.28,7,-18.651,True,0.0726,0.696,0.881,0.0955,0.132,120.018,4.0,328.0,81.0,4.067085953878407,study,19
開始懂了,271493,False,61,Stefanie Sun,我要的幸福,0.638,0.441,8,-6.909,True,0.029,0.415,7.88e-05,0.11,0.15,117.933,4.0,524.0,132.0,2.7259036144578315,mandopop,16
Com Ele,267120,False,46,Gerson Rufino,10 Anos de Louvor,0.608,0.544,9,-5.879,True,0.0282,0.498,1.15e-06,0.114,0.345,140.005,4.0,613.0,154.0,1.343558282208589,brazil,4
Aeroplane White Noise,136713,False,32,White Noise Sleep Sounds;Ambiente;Deep Sleep Meditation,Plane Cabin,0.123,0.77,9,-20.507,True,0.0506,0.758,0.225,0.11,0.0197,146.748,4.0,334.0,85.0,1.343558282208589,sleep,17
Bhayanak Atma,210309,False,48,Nucleya;Gagan Mudgal,Raja Baja,0.549,0.954,5,-7.046,True,0.152,0.00127,0.16,0.142,0.613,194.043,4.0,669.0,169.0,1.2793053545586106,indian,11
01. Moalagh ( Suspended ) ft Zhinu X WindCrow,216009,False,0,Asef Akbari;WindCrow;Zhinu,Find,0.495,0.401,10,-8.177,True,0.029,0.464,0.0214,0.108,0.117,110.036,4.0,379.0,94.0,0.7573891625615764,iranian,13
月牙灣,305991,False,41,F.I.R.,白羽毛之戀 華語典藏情歌 Vol. 3,0.409,0.667,2,-7.034,True,0.0309,0.0532,0.0,0.0827,0.549,174.022,4.0,863.0,216.0,3.70048309178744,mandopop,16
"Ver, Oír y Cantar",233156,False,35,Dante;Brock Ansiolitiko,Ápeiron,0.587,0.743,1,-8.485,True,0.326,0.561,0.0,0.0958,0.167,167.773,4.0,641.0,161.0,2.36741214057508,spanish,18
Majesty (Here I Am),366893,False,33,Hillsong Worship;Delirious?,[UP] UNIFIED:PRAISE (Live),0.501,0.641,1,-7.683,True,0.0265,0.00111,1.26e-06,0.0686,0.281,142.062,4.0,866.0,217.0,2.36741214057508,afrobeat,1
I Won't Say (I'm in Love) / Shizuka Kudo,139066,False,36,Shizuka Kudo,Hercules (Original Motion Picture Soundtrack/Japanese Version),0.66,0.349,0,-15.717,True,0.0561,0.657,0.0,0.231,0.477,120.957,4.0,276.0,68.0,3.349056603773585,j-idol,15
You Are What I Am,144000,False,21,J.D. Crowe & The New South,J.D. Crowe & the New South,0.635,0.642,4,-10.383,True,0.0353,0.612,0.0351,0.187,0.972,125.829,4.0,293.0,73.0,0.916010498687664,bluegrass,3
One Too Many Mornings,253160,False,58,The Chemical Brothers,Exit Planet Dust,0.62,0.558,7,-11.422,True,0.0407,0.171,0.916,0.157,0.539,171.827,4.0,716.0,178.0,4.067085953878407,breakbeat,5
Stillness,330031,False,0,War Angel,Symphony of the War,0.324,0.913,2,-5.307,True,0.0909,5.44e-06,0.000187,0.0968,0.229,105.013,4.0,613.0,155.0,3.70048309178744,iranian,13
strawberry fields,112528,False,1,frek!,strawberry fields,0.635,0.494,5,-9.74,True,0.054,0.598,0.8,0.124,0.0918,129.395,4.0,242.0,60.0,1.2793053545586106,study,19
Ich tu dir weh,301853,True,65,Rammstein,Liebe ist für alle da (Special Edition),0.295,0.878,2,-5.034,True,0.0541,0.00112,0.191,0.113,0.295,165.083,3.0,754.0,251.0,3.70048309178744,industrial,12
Summer Tiime,167053,False,0,Vybz Kartel,The Gaza Don,0.857,0.798,1,-4.062,False,0.0651,0.313,3.89e-06,0.316,0.353,100.0,4.0,274.0,68.0,2.36741214057508,j-dance,14
Mary Had A Little Lamb,110472,False,37,Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,0.434,0.224,5,-13.223,True,0.0478,0.98,0.838,0.107,0.177,77.335,4.0,127.0,31.0,1.2793053545586106,sleep,17
Once upon the Cross,214213,False,0,Deicide,Metal,0.205,0.95,10,-8.498,True,0.131,1.93e-05,0.805,0.212,0.313,184.498,4.0,643.0,160.0,0.7573891625615764,black-metal,2
All Night Long,341973,False,21,Layo & Bushwacka!,Night Works,0.753,0.723,1,-9.045,True,0.0862,0.000621,0.166,0.204,0.49,135.961,4.0,775.0,195.0,2.36741214057508,breakbeat,5
3 Letters,176283,False,57,Agoria;Blasé,3 Letters,0.763,0.564,11,-7.788,False,0.0298,0.0294,0.048,0.29,0.337,112.989,4.0,324.0,80.0,0.7481162540365985,techno,20
ジョバイロ,262320,False,40,PornoGraffitti,m-CABI,0.711,0.928,9,-4.791,False,0.0409,0.179,0.0,0.331,0.775,126.032,4.0,538.0,134.0,1.343558282208589,j-dance,14
Afaghe Ghoroob,42431,False,0,Najand,The November Revolution,0.0907,0.953,8,-5.258,True,0.145,0.346,0.864,0.158,0.0337,163.062,4.0,116.0,28.0,2.7259036144578315,iranian,13
Pure Remix,463582,False,17,Big Bud,Infinity + Infinity,0.487,0.825,1,-9.444,True,0.0485,0.00129,0.682,0.0782,0.243,166.119,4.0,1266.0,319.0,2.36741214057508,industrial,12
La Chula,222906,False,37,Miguel Bosé,Esencial Miguel Bose,0.783,0.877,11,-6.298,True,0.0776,0.277,1.12e-05,0.233,0.929,128.946,4.0,477.0,119.0,0.7481162540365985,spanish,18
Spy,291171,False,10,Mr. Fingers,Cerebral Hemispheres,0.805,0.412,7,-12.43,True,0.0531,0.00319,0.921,0.0909,0.779,125.018,4.0,606.0,151.0,4.067085953878407,chicago-house,6
SI NO VAS A VOLVER,155645,False,63,Aitana,11 RAZONES,0.697,0.667,8,-4.039,True,0.0332,0.00445,0.0,0.119,0.275,116.996,4.0,303.0,75.0,2.7259036144578315,spanish,18
I AM the Demon,217346,False,16,Speedwolf,Ride With Death,0.178,0.964,1,-5.542,True,0.0732,7e-05,0.743,0.0611,0.413,180.791,4.0,641.0,161.0,2.36741214057508,black-metal,2
Together In Wonderland - Video Mix,219570,False,20,Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo,0.426,0.905,0,-4.942,True,0.101,0.196,0.00556,0.116,0.169,163.827,4.0,593.0,149.0,3.349056603773585,happy,9
I'm Not An Addict,358066,False,20,Paul Elstak,b2s Presents Paul Elstak,0.501,0.949,1,-5.592,False,0.151,0.0928,0.031,0.234,0.205,172.997,4.0,1024.0,255.0,2.36741214057508,happy,9
Xil_um,229714,False,0,Ixuol,Abstraction In High Fidelity,0.295,0.714,9,-5.293,True,0.0584,0.725,0.714,0.163,0.0836,121.299,4.0,482.0,120.0,1.343558282208589,iranian,13
WELCOME☆夏空ピース!!!!!,265033,False,21,SUPER☆GiRLS,WELCOME☆夏空ピース!!!!!,0.493,0.922,0,-2.875,True,0.0554,0.0146,0.000164,0.303,0.556,162.076,4.0,704.0,177.0,3.349056603773585,j-idol,15
I Live on a Battlefield,251626,False,1,The Travelin' McCourys,The Travelin' Mccourys,0.56,0.638,7,-7.03,True,0.0279,0.561,0.00452,0.404,0.728,97.956,4.0,401.0,100.0,4.067085953878407,bluegrass,3
"Persian Gardens, Op. 111 : Episode VI",340506,False,0,Alireza Mashayekhi;Farimah Ghavamsadri;National Symphony Orchestra of Ukraine;Vladimir Sirenko,Persian Gardens (Piece for Piano and Orchestra),0.158,0.116,9,-18.078,True,0.0375,0.936,0.911,0.234,0.0364,67.645,4.0,372.0,94.0,1.343558282208589,iranian,13
H-Dance,397133,False,8,Glenn Underground,The Jerusalem EP's,0.696,0.524,0,-16.11,True,0.0489,0.000879,0.252,0.104,0.672,122.015,4.0,797.0,200.0,3.349056603773585,chicago-house,6
LadoB,180000,False,23,Afrocidade,Vivão,0.655,0.774,9,-5.295,False,0.171,0.0283,0.00235,0.0651,0.462,192.004,4.0,560.0,140.0,1.343558282208589,afrobeat,1
Waves - Robin Schulz Radio Edit,208133,False,81,Mr. Probz;Robin Schulz,Waves (Robin Schulz Radio Edit),0.829,0.51,5,-9.334,False,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4.0,410.0,102.0,1.2793053545586106,chicago-house,6
悪口たち,153360,False,37,My Hair is Bad,時代をあつめて,0.669,0.888,10,-3.798,True,0.0502,0.0116,0.0,0.247,0.842,137.861,4.0,346.0,86.0,0.7573891625615764,j-dance,14
